filename,start,end,primary_label
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:45,00:00:50,22973;24321;555146;65380;66971
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:50,00:00:55,24321;555146;65380;66971
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:55,00:01:00,22973;555146;65380;66971
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:00,00:00:05,555146;65380;66971
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:05,00:00:10,517063;555146;65380;66971
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:10,00:00:15,24321;555146;65380;66971
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:15,00:00:20,24321;555146;65380;66971
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:20,00:00:25,24321;555146;65380;66971
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:25,00:00:30,24321;517063;555146;65380;66971
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:30,00:00:35,24321;517063;555146;65380;66971
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:35,00:00:40,24321;555146;65380;66971
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:40,00:00:45,24321;555146;65380;66971
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:45,00:00:50,22973;24321;555146;65380;66971
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:50,00:00:55,24321;555146;65380;66971
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:55,00:01:00,22973;555146;65380;66971
BC2026_Train_0015_S18_20211016_011500.ogg,00:00:15,00:00:20,555146
BC2026_Train_0015_S18_20211016_011500.ogg,00:00:50,00:00:55,517063
BC2026_Train_0015_S18_20211016_011500.ogg,00:00:55,00:01:00,517063
BC2026_Train_0015_S18_20211016_011500.ogg,00:00:15,00:00:20,555146
BC2026_Train_0015_S18_20211016_011500.ogg,00:00:50,00:00:55,517063
BC2026_Train_0015_S18_20211016_011500.ogg,00:00:55,00:01:00,517063
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:00,00:00:05,517063;65380
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:05,00:00:10,517063;65380
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:10,00:00:15,517063;555146;65380
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:15,00:00:20,517063;65380;66971
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:20,00:00:25,517063;555146;65380;66971
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:25,00:00:30,517063;65380;66971
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:30,00:00:35,517063;65380;66971
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:35,00:00:40,517063;65380;66971
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:40,00:00:45,517063;65380;66971
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:45,00:00:50,517063;65380
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:50,00:00:55,517063;555146;65380
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:55,00:01:00,517063;555146;65380
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:00,00:00:05,517063;65380
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:05,00:00:10,517063;65380
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:10,00:00:15,517063;555146;65380
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:15,00:00:20,517063;65380;66971
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:20,00:00:25,517063;555146;65380;66971
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:25,00:00:30,517063;65380;66971
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:30,00:00:35,517063;65380;66971
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:35,00:00:40,517063;65380;66971
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:40,00:00:45,517063;65380;66971
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:45,00:00:50,517063;65380
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:50,00:00:55,517063;555146;65380
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:55,00:01:00,517063;555146;65380
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:00,00:00:05,22973;517063;65380
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:05,00:00:10,22973;517063;65380
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:10,00:00:15,22973;517063;65380
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:15,00:00:20,22973;24321;517063;65380
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:20,00:00:25,22973;24321;517063;65380
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:25,00:00:30,22973;517063;65380
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:30,00:00:35,22973;24279;517063;65380
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:35,00:00:40,22973;24321;517063;65380
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:40,00:00:45,22967;22973;24321;517063;65380
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:45,00:00:50,22967;22973;517063;65380
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:50,00:00:55,22973;24321;517063;65380
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:55,00:01:00,22973;24321;517063;65380
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:00,00:00:05,22973;517063;65380
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:05,00:00:10,22973;517063;65380
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:10,00:00:15,22973;517063;65380
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:15,00:00:20,22973;24321;517063;65380
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:20,00:00:25,22973;24321;517063;65380
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:25,00:00:30,22973;517063;65380
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:30,00:00:35,22973;24279;517063;65380
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:35,00:00:40,22973;24321;517063;65380
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:40,00:00:45,22967;22973;24321;517063;65380
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:45,00:00:50,22967;22973;517063;65380
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:50,00:00:55,22973;24321;517063;65380
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:55,00:01:00,22973;24321;517063;65380
BC2026_Train_0007_S09_20250829_000000.ogg,00:00:00,00:00:05,grekis
BC2026_Train_0007_S09_20250829_000000.ogg,00:00:05,00:00:10,thlwre1
BC2026_Train_0007_S09_20250829_000000.ogg,00:00:10,00:00:15,516975;thlwre1
BC2026_Train_0007_S09_20250829_000000.ogg,00:00:15,00:00:20,516975
BC2026_Train_0007_S09_20250829_000000.ogg,00:00:35,00:00:40,chacha1
BC2026_Train_0007_S09_20250829_000000.ogg,00:00:40,00:00:45,chacha1
BC2026_Train_0007_S09_20250829_000000.ogg,00:00:50,00:00:55,plcjay1
BC2026_Train_0007_S09_20250829_000000.ogg,00:00:55,00:01:00,grekis
BC2026_Train_0007_S09_20250829_000000.ogg,00:00:00,00:00:05,grekis
BC2026_Train_0007_S09_20250829_000000.ogg,00:00:05,00:00:10,thlwre1
BC2026_Train_0007_S09_20250829_000000.ogg,00:00:10,00:00:15,516975;thlwre1
BC2026_Train_0007_S09_20250829_000000.ogg,00:00:15,00:00:20,516975
BC2026_Train_0007_S09_20250829_000000.ogg,00:00:35,00:00:40,chacha1
BC2026_Train_0007_S09_20250829_000000.ogg,00:00:40,00:00:45,chacha1
BC2026_Train_0007_S09_20250829_000000.ogg,00:00:50,00:00:55,plcjay1
BC2026_Train_0007_S09_20250829_000000.ogg,00:00:55,00:01:00,grekis
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:00,00:00:05,22967;22973;517063;chacha1;trsowl
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:05,00:00:10,22967;22973;chacha1;litnig1;trsowl
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:10,00:00:15,22967;22973;litnig1
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:15,00:00:20,22967;22973;517063;litnig1;trsowl
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:20,00:00:25,22967;22973;517063;chacha1;litnig1
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:25,00:00:30,22967;22973;517063;litnig1
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:30,00:00:35,22967;22973;517063;trsowl
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:35,00:00:40,22967;22973;517063;trsowl
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:40,00:00:45,22967;22973;litnig1
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:45,00:00:50,22967;22973;trsowl
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:50,00:00:55,22967;22973;litnig1;trsowl
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:55,00:01:00,22967;22973;517063;litnig1
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:00,00:00:05,22967;22973;517063;chacha1;trsowl
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:05,00:00:10,22967;22973;chacha1;litnig1;trsowl
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:10,00:00:15,22967;22973;litnig1
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:15,00:00:20,22967;22973;517063;litnig1;trsowl
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:20,00:00:25,22967;22973;517063;chacha1;litnig1
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:25,00:00:30,22967;22973;517063;litnig1
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:30,00:00:35,22967;22973;517063;trsowl
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:35,00:00:40,22967;22973;517063;trsowl
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:40,00:00:45,22967;22973;litnig1
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:45,00:00:50,22967;22973;trsowl
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:50,00:00:55,22967;22973;litnig1;trsowl
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:55,00:01:00,22967;22973;517063;litnig1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:00,00:00:05,47158son08;47158son11;47158son17;47158son20;47158son25;chacha1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:05,00:00:10,47158son08;47158son11;47158son17;47158son20;47158son25;chacha1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:10,00:00:15,47158son08;47158son11;47158son17;47158son19;47158son20;47158son25;chacha1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:15,00:00:20,47158son08;47158son11;47158son17;47158son19;47158son20;47158son25;chacha1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:20,00:00:25,116570;47158son08;47158son11;47158son17;47158son20;47158son25
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:25,00:00:30,47158son08;47158son11;47158son17;47158son20;47158son25
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:30,00:00:35,47158son08;47158son11;47158son17;47158son20;47158son25;chacha1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:35,00:00:40,47158son08;47158son11;47158son17;47158son19;47158son20;47158son25;chacha1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:40,00:00:45,47158son08;47158son11;47158son17;47158son20;47158son25;chacha1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:45,00:00:50,47158son08;47158son11;47158son17;47158son20;47158son25;chacha1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:50,00:00:55,47158son08;47158son11;47158son17;47158son20;47158son25;chacha1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:55,00:01:00,47158son08;47158son11;47158son17;47158son19;47158son20;47158son25;chacha1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:00,00:00:05,47158son08;47158son11;47158son17;47158son20;47158son25;chacha1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:05,00:00:10,47158son08;47158son11;47158son17;47158son20;47158son25;chacha1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:10,00:00:15,47158son08;47158son11;47158son17;47158son19;47158son20;47158son25;chacha1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:15,00:00:20,47158son08;47158son11;47158son17;47158son19;47158son20;47158son25;chacha1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:20,00:00:25,116570;47158son08;47158son11;47158son17;47158son20;47158son25
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:25,00:00:30,47158son08;47158son11;47158son17;47158son20;47158son25
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:30,00:00:35,47158son08;47158son11;47158son17;47158son20;47158son25;chacha1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:35,00:00:40,47158son08;47158son11;47158son17;47158son19;47158son20;47158son25;chacha1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:40,00:00:45,47158son08;47158son11;47158son17;47158son20;47158son25;chacha1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:45,00:00:50,47158son08;47158son11;47158son17;47158son20;47158son25;chacha1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:50,00:00:55,47158son08;47158son11;47158son17;47158son20;47158son25;chacha1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:55,00:01:00,47158son08;47158son11;47158son17;47158son19;47158son20;47158son25;chacha1
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:00,00:00:05,23158;24321;555146;65380
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:05,00:00:10,23158;24321;555146;65380
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:10,00:00:15,23158;24321;65380
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:15,00:00:20,23158;24321;555146;65380
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:20,00:00:25,23158;24321;65380
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:25,00:00:30,23158;24321;555146;65380
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:30,00:00:35,23158;24321;555146;65380
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:35,00:00:40,23158;24321;65380
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:40,00:00:45,23158;24321;65380
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:45,00:00:50,23158;24321;65380
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:50,00:00:55,23158;24321;517063;65380
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:55,00:01:00,23158;24321;517063;555146;65380
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:00,00:00:05,23158;24321;555146;65380
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:05,00:00:10,23158;24321;555146;65380
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:10,00:00:15,23158;24321;65380
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:15,00:00:20,23158;24321;555146;65380
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:20,00:00:25,23158;24321;65380
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:25,00:00:30,23158;24321;555146;65380
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:30,00:00:35,23158;24321;555146;65380
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:35,00:00:40,23158;24321;65380
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:40,00:00:45,23158;24321;65380
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:45,00:00:50,23158;24321;65380
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:50,00:00:55,23158;24321;517063;65380
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:55,00:01:00,23158;24321;517063;555146;65380
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:00,00:00:05,1491113;22967;22973;23158
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:05,00:00:10,1491113;22967;22973;23158
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:10,00:00:15,1491113;22967;22973;23158
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:15,00:00:20,1491113;22967;22973;23158
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:20,00:00:25,1491113;22967;22973;23158
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:25,00:00:30,1491113;22967;22973;23158
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:30,00:00:35,1491113;22967;22973;23158
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:35,00:00:40,1491113;22967;22973;23158
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:40,00:00:45,1491113;22967;22973;23158
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:45,00:00:50,1491113;22967;22973;23158
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:50,00:00:55,1491113;22967;22973;23158
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:55,00:01:00,1491113;22967;22973;23158
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:00,00:00:05,1491113;22967;22973;23158
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:05,00:00:10,1491113;22967;22973;23158
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:10,00:00:15,1491113;22967;22973;23158
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:15,00:00:20,1491113;22967;22973;23158
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:20,00:00:25,1491113;22967;22973;23158
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:25,00:00:30,1491113;22967;22973;23158
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:30,00:00:35,1491113;22967;22973;23158
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:35,00:00:40,1491113;22967;22973;23158
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:40,00:00:45,1491113;22967;22973;23158
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:45,00:00:50,1491113;22967;22973;23158
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:50,00:00:55,1491113;22967;22973;23158
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:55,00:01:00,1491113;22967;22973;23158
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:00,00:00:05,47158son13;47158son17;47158son22;47158son23;47158son25
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:05,00:00:10,47158son13;47158son17;47158son21;47158son22;47158son23;47158son25
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:10,00:00:15,47158son13;47158son17;47158son21;47158son22;47158son23;47158son25
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:15,00:00:20,47158son13;47158son17;47158son21;47158son22;47158son23;47158son25
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:20,00:00:25,47158son10;47158son13;47158son17;47158son21;47158son22;47158son23;47158son25
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:25,00:00:30,47158son10;47158son13;47158son17;47158son21;47158son22;47158son23;47158son25
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:30,00:00:35,47158son10;47158son13;47158son17;47158son21;47158son22;47158son23;47158son25
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:35,00:00:40,47158son10;47158son13;47158son17;47158son21;47158son22;47158son23;47158son25
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:40,00:00:45,47158son10;47158son13;47158son17;47158son21;47158son22;47158son23;47158son25
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:45,00:00:50,47158son10;47158son13;47158son17;47158son21;47158son22;47158son23;47158son25
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:50,00:00:55,116570;47158son10;47158son13;47158son17;47158son21;47158son22;47158son23;47158son25
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:55,00:01:00,116570;47158son05;47158son10;47158son13;47158son17;47158son21;47158son22;47158son23;47158son25
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:00,00:00:05,47158son13;47158son17;47158son22;47158son23;47158son25
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:05,00:00:10,47158son13;47158son17;47158son21;47158son22;47158son23;47158son25
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:10,00:00:15,47158son13;47158son17;47158son21;47158son22;47158son23;47158son25
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:15,00:00:20,47158son13;47158son17;47158son21;47158son22;47158son23;47158son25
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:20,00:00:25,47158son10;47158son13;47158son17;47158son21;47158son22;47158son23;47158son25
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:25,00:00:30,47158son10;47158son13;47158son17;47158son21;47158son22;47158son23;47158son25
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:30,00:00:35,47158son10;47158son13;47158son17;47158son21;47158son22;47158son23;47158son25
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:35,00:00:40,47158son10;47158son13;47158son17;47158son21;47158son22;47158son23;47158son25
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:40,00:00:45,47158son10;47158son13;47158son17;47158son21;47158son22;47158son23;47158son25
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:45,00:00:50,47158son10;47158son13;47158son17;47158son21;47158son22;47158son23;47158son25
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:50,00:00:55,116570;47158son10;47158son13;47158son17;47158son21;47158son22;47158son23;47158son25
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:55,00:01:00,116570;47158son05;47158son10;47158son13;47158son17;47158son21;47158son22;47158son23;47158son25
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:00,00:00:05,22967;22973;517063;65380;redjun
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:05,00:00:10,22967;517063;65380
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:10,00:00:15,22967;517063;65380;redjun
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:15,00:00:20,22967;22973;517063;65380;redjun;undtin1
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:20,00:00:25,22967;517063;65380;redjun;undtin1
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:25,00:00:30,22967;517063;65380
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:30,00:00:35,22967;22973;517063;65380
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:35,00:00:40,22967;22973;517063;65380;undtin1
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:40,00:00:45,22967;22973;517063;65380;redjun
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:45,00:00:50,22967;22973;517063;65380
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:50,00:00:55,22967;22973;517063;65380;redjun;undtin1
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:55,00:01:00,22967;22973;517063;65380
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:00,00:00:05,22967;22973;517063;65380;redjun
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:05,00:00:10,22967;517063;65380
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:10,00:00:15,22967;517063;65380;redjun
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:15,00:00:20,22967;22973;517063;65380;redjun;undtin1
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:20,00:00:25,22967;517063;65380;redjun;undtin1
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:25,00:00:30,22967;517063;65380
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:30,00:00:35,22967;22973;517063;65380
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:35,00:00:40,22967;22973;517063;65380;undtin1
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:40,00:00:45,22967;22973;517063;65380;redjun
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:45,00:00:50,22967;22973;517063;65380
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:50,00:00:55,22967;22973;517063;65380;redjun;undtin1
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:55,00:01:00,22967;22973;517063;65380
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:00,00:00:05,23158;24279;24321;65380
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:05,00:00:10,23158;24279;24321;65380
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:10,00:00:15,23158;24279;24321;65380;66971
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:15,00:00:20,23158;24279;24321;65380;66971
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:20,00:00:25,23158;24279;24321;65380;66971
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:25,00:00:30,23158;24279;24321;65380;66971
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:30,00:00:35,23158;24279;24321;65380;66971
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:35,00:00:40,23158;24279;24321;65380;66971
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:40,00:00:45,23158;24279;24321;65380;66971
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:45,00:00:50,23158;24279;24321;65380;66971
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:50,00:00:55,23158;24279;24321;65380;66971
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:55,00:01:00,23158;24279;24321;65380;66971
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:00,00:00:05,23158;24279;24321;65380
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:05,00:00:10,23158;24279;24321;65380
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:10,00:00:15,23158;24279;24321;65380;66971
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:15,00:00:20,23158;24279;24321;65380;66971
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:20,00:00:25,23158;24279;24321;65380;66971
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:25,00:00:30,23158;24279;24321;65380;66971
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:30,00:00:35,23158;24279;24321;65380;66971
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:35,00:00:40,23158;24279;24321;65380;66971
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:40,00:00:45,23158;24279;24321;65380;66971
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:45,00:00:50,23158;24279;24321;65380;66971
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:50,00:00:55,23158;24279;24321;65380;66971
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:55,00:01:00,23158;24279;24321;65380;66971
BC2026_Train_0034_S22_20211222_013000.ogg,00:00:00,00:00:05,23158;24279;24321;25092;517063;65380
BC2026_Train_0034_S22_20211222_013000.ogg,00:00:05,00:00:10,23158;24279;25092;517063;65380
BC2026_Train_0034_S22_20211222_013000.ogg,00:00:10,00:00:15,23158;24279;25092;517063;65380
BC2026_Train_0034_S22_20211222_013000.ogg,00:00:15,00:00:20,23158;24279;517063;65380;66971
BC2026_Train_0034_S22_20211222_013000.ogg,00:00:20,00:00:25,23158;24279;517063;65380;66971
BC2026_Train_0034_S22_20211222_013000.ogg,00:00:25,00:00:30,23158;24279;25092;517063;65380
BC2026_Train_0034_S22_20211222_013000.ogg,00:00:30,00:00:35,23158;24279;25092;517063;65380
BC2026_Train_0034_S22_20211222_013000.ogg,00:00:35,00:00:40,23158;24279;25092;517063
BC2026_Train_0034_S22_20211222_013000.ogg,00:00:40,00:00:45,23158;24279;25092;517063
BC2026_Train_0034_S22_20211222_013000.ogg,00:00:45,00:00:50,23158;24279;24321;25092;517063
BC2026_Train_0034_S22_20211222_013000.ogg,00:00:50,00:00:55,23158;24279;24321;25092;517063
BC2026_Train_0034_S22_20211222_013000.ogg,00:00:55,00:01:00,23158;24279;24321;25092;517063
